"row_id","x","y","z","size","color","category","tooltip","date","nodeName"
"3216","-22.2326","-18.9837","-17.86","5.95","99.8","Segment-12","Node 216 on 2025-10-23 | row 3216","2025-10-23","Node-216"
"3217","-19.7372","-16.9489","-43.6038","7","104.6","Segment-01","Node 217 on 2025-10-24 | row 3217","2025-10-24","Node-217"
"3218","-17.2119","-14.8862","-41.0884","8.05","109.4","Segment-02","Node 218 on 2025-10-25 | row 3218","2025-10-25","Node-218"
"3219","-14.6573","-12.7969","-38.5283","9.1","114.2","Segment-03","Node 219 on 2025-10-26 | row 3219","2025-10-26","Node-219"
"3220","-12.0738","-10.6825","-35.9283","10.15","84.15","Segment-04","Node 220 on 2025-10-27 | row 3220","2025-10-27","Node-220"
"3221","-34.1121","-8.5445","-33.2929","11.2","3.95","Segment-05","Node 221 on 2025-10-28 | row 3221","2025-10-28","Node-221"
"3222","-31.4727","-6.3844","-30.627","12.25","8.75","Segment-06","Node 222 on 2025-10-29 | row 3222","2025-10-29","Node-222"
"3223","-28.8062","-4.2038","-27.9353","13.3","13.55","Segment-07","Node 223 on 2025-10-30 | row 3223","2025-10-30","Node-223"
"3224","-26.1132","-2.0043","-25.2228","14.35","18.35","Segment-08","Node 224 on 2025-10-31 | row 3224","2025-10-31","Node-224"
"3225","-23.3943","0.2125","-22.4942","11.8","23.15","Segment-09","Node 225 on 2025-11-01 | row 3225","2025-11-01","Node-225"
"3226","-20.6503","2.4449","-19.7543","12.85","27.95","Segment-10","Node 226 on 2025-11-02 | row 3226","2025-11-02","Node-226"
"3227","-17.8817","4.6915","-17.0082","13.9","17.7","Segment-11","Node 227 on 2025-11-03 | row 3227","2025-11-03","Node-227"
"3228","-15.0892","6.9504","-14.2605","14.95","22.5","Segment-12","Node 228 on 2025-11-04 | row 3228","2025-11-04","Node-228"
"3229","-12.2736","9.22","-11.516","16","27.3","Segment-01","Node 229 on 2025-11-05 | row 3229","2025-11-05","Node-229"
"3230","-9.4355","-14.2613","-8.7794","6","32.1","Segment-02","Node 230 on 2025-11-06 | row 3230","2025-11-06","Node-230"
"3231","-6.5758","-3.6053","-6.0555","7.05","17.1","Segment-03","Node 231 on 2025-11-07 | row 3231","2025-11-07","Node-231"
"3232","-3.6951","-1.3137","-3.3488","8.1","21.9","Segment-04","Node 232 on 2025-11-08 | row 3232","2025-11-08","Node-232"
"3233","-0.7942","0.9818","-0.6638","9.15","26.7","Segment-05","Node 233 on 2025-11-09 | row 3233","2025-11-09","Node-233"
"3234","2.1261","3.2795","1.9951","6.6","16.45","Segment-06","Node 234 on 2025-11-10 | row 3234","2025-11-10","Node-234"
"3235","5.0649","5.5777","4.6237","7.65","21.25","Segment-07","Node 235 on 2025-11-11 | row 3235","2025-11-11","Node-235"
"3236","8.0216","7.8746","7.2177","8.7","26.05","Segment-08","Node 236 on 2025-11-12 | row 3236","2025-11-12","Node-236"
"3237","10.9952","10.1685","9.7731","9.75","30.85","Segment-09","Node 237 on 2025-11-13 | row 3237","2025-11-13","Node-237"
"3238","-10.665","12.4577","12.2861","10.8","35.65","Segment-10","Node 238 on 2025-11-14 | row 3238","2025-11-14","Node-238"
"3239","-7.66","14.7405","14.753","11.85","40.45","Segment-11","Node 239 on 2025-11-15 | row 3239","2025-11-15","Node-239"
"3240","-15.6605","17.0152","17.1701","12.9","45.25","Segment-12","Node 240 on 2025-11-16 | row 3240","2025-11-16","Node-240"
"3241","-12.6275","19.2802","19.5342","13.95","35","Segment-01","Node 241 on 2025-11-17 | row 3241","2025-11-17","Node-241"
"3242","-9.5818","21.5336","21.842","15","20","Segment-02","Node 242 on 2025-11-18 | row 3242","2025-11-18","Node-242"
"3243","-6.5243","23.7739","24.0905","12.45","24.8","Segment-03","Node 243 on 2025-11-19 | row 3243","2025-11-19","Node-243"
"3244","-3.456","25.9993","26.2769","13.5","29.6","Segment-04","Node 244 on 2025-11-20 | row 3244","2025-11-20","Node-244"
"3245","-0.3776","28.2083","28.3986","14.55","34.4","Segment-05","Node 245 on 2025-11-21 | row 3245","2025-11-21","Node-245"
"3246","2.7099","30.3993","30.4533","15.6","39.2","Segment-06","Node 246 on 2025-11-22 | row 3246","2025-11-22","Node-246"
"3247","5.8055","32.5706","32.4389","5.6","44","Segment-07","Node 247 on 2025-11-23 | row 3247","2025-11-23","Node-247"
"3248","8.9083","34.7207","6.1432","6.65","33.75","Segment-08","Node 248 on 2025-11-24 | row 3248","2025-11-24","Node-248"
"3249","12.0175","36.848","7.9848","7.7","38.55","Segment-09","Node 249 on 2025-11-25 | row 3249","2025-11-25","Node-249"
"3250","15.132","38.9511","9.752","8.75","43.35","Segment-10","Node 250 on 2025-11-26 | row 3250","2025-11-26","Node-250"
"3251","18.2509","41.0283","11.4438","9.8","48.15","Segment-11","Node 251 on 2025-11-27 | row 3251","2025-11-27","Node-251"
"3252","21.3734","43.0783","13.059","7.25","52.95","Segment-12","Node 252 on 2025-11-28 | row 3252","2025-11-28","Node-252"
"3253","24.4983","19.3397","14.5971","8.3","37.95","Segment-01","Node 253 on 2025-11-29 | row 3253","2025-11-29","Node-253"
"3254","27.6249","21.331","16.0573","9.35","42.75","Segment-02","Node 254 on 2025-11-30 | row 3254","2025-11-30","Node-254"
"3255","6.1022","23.2909","17.4396","10.4","32.5","Segment-03","Node 255 on 2025-12-01 | row 3255","2025-12-01","Node-255"
"3256","9.2291","25.218","18.7439","11.45","37.3","Segment-04","Node 256 on 2025-12-02 | row 3256","2025-12-02","Node-256"
"3257","12.3548","27.1112","19.9704","12.5","42.1","Segment-05","Node 257 on 2025-12-03 | row 3257","2025-12-03","Node-257"
"3258","15.4783","28.969","21.1197","13.55","46.9","Segment-06","Node 258 on 2025-12-04 | row 3258","2025-12-04","Node-258"
"3259","18.5987","30.7905","22.1924","14.6","51.7","Segment-07","Node 259 on 2025-12-05 | row 3259","2025-12-05","Node-259"
"3260","21.715","32.5743","23.1895","15.65","56.5","Segment-08","Node 260 on 2025-12-06 | row 3260","2025-12-06","Node-260"
"3261","24.8263","34.3194","24.1122","13.1","61.3","Segment-09","Node 261 on 2025-12-07 | row 3261","2025-12-07","Node-261"
"3262","27.9317","44.3947","24.9619","14.15","51.05","Segment-10","Node 262 on 2025-12-08 | row 3262","2025-12-08","Node-262"
"3263","31.0301","46.0593","25.7403","15.2","55.85","Segment-11","Node 263 on 2025-12-09 | row 3263","2025-12-09","Node-263"
"3264","34.1208","47.682","26.4492","5.2","40.85","Segment-12","Node 264 on 2025-12-10 | row 3264","2025-12-10","Node-264"
"3265","37.2027","49.2621","27.0907","6.25","45.65","Segment-01","Node 265 on 2025-12-11 | row 3265","2025-12-11","Node-265"
"3266","40.275","50.7986","27.6671","7.3","50.45","Segment-02","Node 266 on 2025-12-12 | row 3266","2025-12-12","Node-266"
"3267","43.3368","52.2908","28.1809","8.35","55.25","Segment-03","Node 267 on 2025-12-13 | row 3267","2025-12-13","Node-267"
"3268","46.387","53.7378","28.6348","9.4","60.05","Segment-04","Node 268 on 2025-12-14 | row 3268","2025-12-14","Node-268"
"3269","38.405","55.139","29.0317","10.45","49.8","Segment-05","Node 269 on 2025-12-15 | row 3269","2025-12-15","Node-269"
"3270","41.4297","56.4937","29.3745","7.9","54.6","Segment-06","Node 270 on 2025-12-16 | row 3270","2025-12-16","Node-270"
"3271","44.4403","57.8012","29.6665","8.95","59.4","Segment-07","Node 271 on 2025-12-17 | row 3271","2025-12-17","Node-271"
"3272","22.786","59.0612","29.911","10","64.2","Segment-08","Node 272 on 2025-12-18 | row 3272","2025-12-18","Node-272"
"3273","25.7658","60.273","30.1116","11.05","69","Segment-09","Node 273 on 2025-12-19 | row 3273","2025-12-19","Node-273"
"3274","28.729","61.4362","30.2719","12.1","73.8","Segment-10","Node 274 on 2025-12-20 | row 3274","2025-12-20","Node-274"
"3275","31.6747","62.5506","30.3956","13.15","58.8","Segment-11","Node 275 on 2025-12-21 | row 3275","2025-12-21","Node-275"
"3276","34.6022","37.8556","30.4867","14.2","48.55","Segment-12","Node 276 on 2025-12-22 | row 3276","2025-12-22","Node-276"
"3277","37.5105","38.8712","30.549","15.25","53.35","Segment-01","Node 277 on 2025-12-23 | row 3277","2025-12-23","Node-277"
"3278","40.399","39.8371","30.5867","16.3","58.15","Segment-02","Node 278 on 2025-12-24 | row 3278","2025-12-24","Node-278"
"3279","43.2668","40.7531","2.394","13.75","62.95","Segment-03","Node 279 on 2025-12-25 | row 3279","2025-12-25","Node-279"
"3280","46.1131","41.6192","2.3949","14.8","67.75","Segment-04","Node 280 on 2025-12-26 | row 3280","2025-12-26","Node-280"
"3281","48.9374","42.4354","2.3838","4.8","72.55","Segment-05","Node 281 on 2025-12-27 | row 3281","2025-12-27","Node-281"
"3282","51.7387","43.2017","2.365","5.85","77.35","Segment-06","Node 282 on 2025-12-28 | row 3282","2025-12-28","Node-282"
"3283","54.5165","43.9182","2.3427","6.9","67.1","Segment-07","Node 283 on 2025-12-29 | row 3283","2025-12-29","Node-283"
"3284","57.2699","44.585","2.3214","7.95","71.9","Segment-08","Node 284 on 2025-12-30 | row 3284","2025-12-30","Node-284"
"3285","59.9984","45.2025","2.3053","9","76.7","Segment-09","Node 285 on 2025-12-31 | row 3285","2025-12-31","Node-285"
"3286","56.2413","52.2508","2.2987","10.05","6.45","Segment-10","Node 286 on 2025-01-01 | row 3286","2025-01-01","Node-286"
"3287","58.918","52.7703","2.306","11.1","11.25","Segment-11","Node 287 on 2025-01-02 | row 3287","2025-01-02","Node-287"
"3288","61.5678","53.2413","2.3313","8.55","16.05","Segment-12","Node 288 on 2025-01-03 | row 3288","2025-01-03","Node-288"
"3289","39.5401","53.6644","2.379","9.6","20.85","Segment-01","Node 289 on 2025-01-04 | row 3289","2025-01-04","Node-289"
"3290","42.1343","54.0401","2.453","10.65","10.6","Segment-02","Node 290 on 2025-01-05 | row 3290","2025-01-05","Node-290"
"3291","44.7","54.3689","2.5576","11.7","15.4","Segment-03","Node 291 on 2025-01-06 | row 3291","2025-01-06","Node-291"
"3292","47.2365","54.6513","2.6965","12.75","20.2","Segment-04","Node 292 on 2025-01-07 | row 3292","2025-01-07","Node-292"
"3293","49.7433","54.8882","2.8738","13.8","25","Segment-05","Node 293 on 2025-01-08 | row 3293","2025-01-08","Node-293"
"3294","52.22","55.0803","3.093","14.85","29.8","Segment-06","Node 294 on 2025-01-09 | row 3294","2025-01-09","Node-294"
"3295","54.6661","55.2282","3.358","15.9","34.6","Segment-07","Node 295 on 2025-01-10 | row 3295","2025-01-10","Node-295"
"3296","57.0811","55.3329","3.672","16.95","39.4","Segment-08","Node 296 on 2025-01-11 | row 3296","2025-01-11","Node-296"
"3297","59.4646","55.3952","4.0386","14.4","9.35","Segment-09","Node 297 on 2025-01-12 | row 3297","2025-01-12","Node-297"
"3298","61.8162","55.4161","4.4608","4.4","14.15","Segment-10","Node 298 on 2025-01-13 | row 3298","2025-01-13","Node-298"
"3299","64.1354","29.6366","4.9417","5.45","18.95","Segment-11","Node 299 on 2025-01-14 | row 3299","2025-01-14","Node-299"
"3300","66.4221","29.5776","5.4841","6.5","23.75","Segment-12","Node 300 on 2025-01-15 | row 3300","2025-01-15","Node-300"
"3301","68.6758","29.4803","6.0907","7.55","28.55","Segment-01","Node 301 on 2025-01-16 | row 3301","2025-01-16","Node-301"
"3302","70.8961","29.3458","6.7638","8.6","33.35","Segment-02","Node 302 on 2025-01-17 | row 3302","2025-01-17","Node-302"
"3303","73.0829","29.1753","7.5059","9.65","38.15","Segment-03","Node 303 on 2025-01-18 | row 3303","2025-01-18","Node-303"
"3304","75.2359","28.9699","8.3189","10.7","27.9","Segment-04","Node 304 on 2025-01-19 | row 3304","2025-01-19","Node-304"
"3305","77.3548","28.731","9.2047","11.75","32.7","Segment-05","Node 305 on 2025-01-20 | row 3305","2025-01-20","Node-305"
"3306","54.7894","28.4599","10.1649","9.2","37.5","Segment-06","Node 306 on 2025-01-21 | row 3306","2025-01-21","Node-306"
"3307","56.8395","28.1578","11.2008","10.25","42.3","Segment-07","Node 307 on 2025-01-22 | row 3307","2025-01-22","Node-307"
"3308","58.8551","27.8261","12.3137","11.3","27.3","Segment-08","Node 308 on 2025-01-23 | row 3308","2025-01-23","Node-308"
"3309","60.8358","27.4662","13.5044","12.35","32.1","Segment-09","Node 309 on 2025-01-24 | row 3309","2025-01-24","Node-309"
"3310","62.7817","27.0797","-13.4363","13.4","36.9","Segment-10","Node 310 on 2025-01-25 | row 3310","2025-01-25","Node-310"
"3311","64.6926","26.6679","-12.0881","14.45","26.65","Segment-11","Node 311 on 2025-01-26 | row 3311","2025-01-26","Node-311"
"3312","66.5685","26.2323","-10.6607","15.5","31.45","Segment-12","Node 312 on 2025-01-27 | row 3312","2025-01-27","Node-312"
"3313","68.4094","25.7745","-9.1542","16.55","36.25","Segment-01","Node 313 on 2025-01-28 | row 3313","2025-01-28","Node-313"
"3314","70.2152","25.296","-7.5689","17.6","41.05","Segment-02","Node 314 on 2025-01-29 | row 3314","2025-01-29","Node-314"
"3315","60.9659","24.7985","-5.9053","4","45.85","Segment-03","Node 315 on 2025-01-30 | row 3315","2025-01-30","Node-315"
"3316","62.7017","24.2835","-4.1642","5.05","50.65","Segment-04","Node 316 on 2025-01-31 | row 3316","2025-01-31","Node-316"
"3317","64.4025","32.1226","-2.3466","6.1","55.45","Segment-05","Node 317 on 2025-02-01 | row 3317","2025-02-01","Node-317"
"3318","66.0685","31.5774","-0.4538","7.15","45.2","Segment-06","Node 318 on 2025-02-02 | row 3318","2025-02-02","Node-318"
"3319","67.6997","31.0197","1.5127","8.2","30.2","Segment-07","Node 319 on 2025-02-03 | row 3319","2025-02-03","Node-319"
"3320","69.2964","30.4512","3.5512","9.25","35","Segment-08","Node 320 on 2025-02-04 | row 3320","2025-02-04","Node-320"
"3321","70.8587","29.8734","5.6597","10.3","39.8","Segment-09","Node 321 on 2025-02-05 | row 3321","2025-02-05","Node-321"
"3322","72.3868","3.5281","7.8359","11.35","44.6","Segment-10","Node 322 on 2025-02-06 | row 3322","2025-02-06","Node-322"
"3323","49.2309","2.937","10.0775","12.4","49.4","Segment-11","Node 323 on 2025-02-07 | row 3323","2025-02-07","Node-323"
"3324","50.6913","2.3418","12.3818","9.85","54.2","Segment-12","Node 324 on 2025-02-08 | row 3324","2025-02-08","Node-324"
"3325","52.1182","1.7443","14.746","10.9","43.95","Segment-01","Node 325 on 2025-02-09 | row 3325","2025-02-09","Node-325"
"3326","53.5119","1.1461","17.1671","11.95","48.75","Segment-02","Node 326 on 2025-02-10 | row 3326","2025-02-10","Node-326"
"3327","54.8728","0.549","19.6417","13","53.55","Segment-03","Node 327 on 2025-02-11 | row 3327","2025-02-11","Node-327"
"3328","56.2012","-0.0453","22.1666","14.05","58.35","Segment-04","Node 328 on 2025-02-12 | row 3328","2025-02-12","Node-328"
"3329","57.4974","-0.6352","24.738","15.1","63.15","Segment-05","Node 329 on 2025-02-13 | row 3329","2025-02-13","Node-329"
"3330","58.7618","-1.2187","27.3522","16.15","48.15","Segment-06","Node 330 on 2025-02-14 | row 3330","2025-02-14","Node-330"
"3331","59.995","-1.7944","30.0053","17.2","52.95","Segment-07","Node 331 on 2025-02-15 | row 3331","2025-02-15","Node-331"
"3332","61.1972","-2.3604","32.6932","7.2","42.7","Segment-08","Node 332 on 2025-02-16 | row 3332","2025-02-16","Node-332"
"3333","62.3689","-2.9152","35.4118","4.65","47.5","Segment-09","Node 333 on 2025-02-17 | row 3333","2025-02-17","Node-333"
"3334","63.5107","-3.4569","38.1567","5.7","52.3","Segment-10","Node 334 on 2025-02-18 | row 3334","2025-02-18","Node-334"
"3335","64.623","-3.984","40.9234","6.75","57.1","Segment-11","Node 335 on 2025-02-19 | row 3335","2025-02-19","Node-335"
"3336","65.7064","-4.4949","43.7075","7.8","61.9","Segment-12","Node 336 on 2025-02-20 | row 3336","2025-02-20","Node-336"
"3337","66.7614","-4.9878","46.5043","8.85","66.7","Segment-01","Node 337 on 2025-02-21 | row 3337","2025-02-21","Node-337"
"3338","67.7886","-5.4613","49.309","9.9","71.5","Segment-02","Node 338 on 2025-02-22 | row 3338","2025-02-22","Node-338"
"3339","68.7885","-5.9137","52.117","10.95","61.25","Segment-03","Node 339 on 2025-02-23 | row 3339","2025-02-23","Node-339"
"3340","45.1117","-6.3435","54.9234","12","66.05","Segment-04","Node 340 on 2025-02-24 | row 3340","2025-02-24","Node-340"
"3341","46.059","-6.7492","29.5133","13.05","51.05","Segment-05","Node 341 on 2025-02-25 | row 3341","2025-02-25","Node-341"
"3342","46.9809","-7.1293","32.302","10.5","55.85","Segment-06","Node 342 on 2025-02-26 | row 3342","2025-02-26","Node-342"
"3343","47.8781","-7.4822","35.0744","11.55","60.65","Segment-07","Node 343 on 2025-02-27 | row 3343","2025-02-27","Node-343"
"3344","37.7313","-7.8067","37.8258","12.6","65.45","Segment-08","Node 344 on 2025-02-28 | row 3344","2025-02-28","Node-344"
"3345","38.5811","-33.8613","40.5512","13.65","70.25","Segment-09","Node 345 on 2025-03-01 | row 3345","2025-03-01","Node-345"
"3346","39.4084","-34.1245","43.2458","14.7","60","Segment-10","Node 346 on 2025-03-02 | row 3346","2025-03-02","Node-346"
"3347","40.2137","-34.3552","45.9048","15.75","64.8","Segment-11","Node 347 on 2025-03-03 | row 3347","2025-03-03","Node-347"
"3348","40.998","-26.182","48.5235","16.8","69.6","Segment-12","Node 348 on 2025-03-04 | row 3348","2025-03-04","Node-348"
"3349","41.7619","-26.3437","51.0972","6.8","74.4","Segment-01","Node 349 on 2025-03-05 | row 3349","2025-03-05","Node-349"
"3350","42.5062","-26.4691","53.6213","7.85","79.2","Segment-02","Node 350 on 2025-03-06 | row 3350","2025-03-06","Node-350"
"3351","43.2317","-26.557","56.0913","5.3","84","Segment-03","Node 351 on 2025-03-07 | row 3351","2025-03-07","Node-351"
"3352","43.9392","-26.6062","58.5029","6.35","69","Segment-04","Node 352 on 2025-03-08 | row 3352","2025-03-08","Node-352"
"3353","44.6295","-26.6158","60.8517","7.4","58.75","Segment-05","Node 353 on 2025-03-09 | row 3353","2025-03-09","Node-353"
"3354","45.3036","-26.5847","63.1337","8.45","63.55","Segment-06","Node 354 on 2025-03-10 | row 3354","2025-03-10","Node-354"
"3355","45.9621","-26.512","65.3447","9.5","68.35","Segment-07","Node 355 on 2025-03-11 | row 3355","2025-03-11","Node-355"
"3356","46.606","-26.3966","67.4811","10.55","73.15","Segment-08","Node 356 on 2025-03-12 | row 3356","2025-03-12","Node-356"
"3357","22.5861","-26.2378","69.5391","11.6","77.95","Segment-09","Node 357 on 2025-03-13 | row 3357","2025-03-13","Node-357"
"3358","23.2034","-26.0347","71.5152","12.65","82.75","Segment-10","Node 358 on 2025-03-14 | row 3358","2025-03-14","Node-358"
"3359","23.8086","-25.7866","73.4061","13.7","87.55","Segment-11","Node 359 on 2025-03-15 | row 3359","2025-03-15","Node-359"
"3360","24.4028","-25.4927","75.2087","11.15","77.3","Segment-12","Node 360 on 2025-03-16 | row 3360","2025-03-16","Node-360"
"3361","24.9867","-25.1523","76.92","12.2","82.1","Segment-01","Node 361 on 2025-03-17 | row 3361","2025-03-17","Node-361"
"3362","25.5614","-24.7649","78.5374","13.25","86.9","Segment-02","Node 362 on 2025-03-18 | row 3362","2025-03-18","Node-362"
"3363","26.1276","-24.3299","80.0584","14.3","71.9","Segment-03","Node 363 on 2025-03-19 | row 3363","2025-03-19","Node-363"
"3364","26.6864","-23.8469","81.4807","15.35","76.7","Segment-04","Node 364 on 2025-03-20 | row 3364","2025-03-20","Node-364"
"3365","27.2387","-23.3153","82.8023","16.4","81.5","Segment-05","Node 365 on 2025-03-21 | row 3365","2025-03-21","Node-365"
"3366","27.7854","-22.7348","84.0213","6.4","86.3","Segment-06","Node 366 on 2025-03-22 | row 3366","2025-03-22","Node-366"
"3367","28.3274","-22.1051","85.1363","7.45","76.05","Segment-07","Node 367 on 2025-03-23 | row 3367","2025-03-23","Node-367"
"3368","28.8657","-47.186","86.146","8.5","80.85","Segment-08","Node 368 on 2025-03-24 | row 3368","2025-03-24","Node-368"
